Distance
71.33974866976112
273.3447185788353
372.77398170149866
385.4823434162475
397.5130229870341
412.8125958801283
446.47917048831494
455.8013583860229
463.82610030865396
472.5346578947368
490.9005324139085
507.19093634190455
530.3034105021814
567.6222858171188
593.0819063338147
741.6597372623256
750.6694043461158
792.0
867.2018422676986
896.4617786944574
990.360330981962
991.077554775364
1032.3377157064547
1114.975891947507
1195.7849275454937
1315.746205870469
